book_name,author(s),publisher,language,#pages,best_seller_rank,customer_reviews,total_ratings,url,paperback_price($)
"MATLAB for Machine Learning: Practical examples of regression, clustering and neural networks",Giuseppe Ciaburro,Packt Publishing,,382,1801772,['4.2'],['22'],https://www.amazon.com/MATLAB-Machine-Learning-regression-clustering/dp/1788398432/ref=sr_1_612?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-612,51.99
"The Data Path Less Traveled: Step up Creativity using Heuristics in Data Science, Artificial Intelligence, and Beyond",Zacharias Voulgaris,Technics Publications,,217,Null,['0'],['0'],https://www.amazon.com/Data-Path-Less-Traveled-Intelligence/dp/1634628578/ref=sr_1_613?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-613,49.95
TensorFlow Machine Learning Cookbook: Explore machine learning concepts using the latest numerical computing library - TensorFlow - with the help of this comprehensive cookbook,Nick McClure,Packt Publishing,,370,2064168,['3.8'],['22'],https://www.amazon.com/TensorFlow-Machine-Learning-Cookbook-comprehensive/dp/1786462168/ref=sr_1_614?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-614,14.77
Data Science and Machine Learning Interview Questions Using Python: A Complete Question Bank to Crack Your Interview (English Edition),Vishwanathan Narayanan,BPB Publications,,152,1988062,['4.0'],['18'],https://www.amazon.com/Science-Machine-Learning-Interview-Questions/dp/9389845785/ref=sr_1_615?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-615,24.95
"Statistics (the Easier Way) with R, 3rd Ed: an informal text on statistics and data science",Nicole Radziwill,Lapis Lucera,,539,1452803,['4.5'],['29'],https://www.amazon.com/Statistics-Easier-Way-3rd-statistics/dp/0996916032/ref=sr_1_616?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-616,36.84
Building the Snowflake Data Cloud: Monetizing and Democratizing Your Data,Andrew Carruthers,Apress,,497,2266662,['5.0'],['4'],https://www.amazon.com/Building-Snowflake-Data-Cloud-Democratizing/dp/1484285921/ref=sr_1_617?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-617,53.13
"Introduction to Data Science: A Python Approach to Concepts, Techniques and Applications (Undergraduate Topics in Computer Science)","Laura Igual,Santi Seguí",Springer,,232,1950393,['3.7'],['12'],https://www.amazon.com/Introduction-Data-Science-Applications-Undergraduate/dp/3319500163/ref=sr_1_618?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-618,49.99
Theory-Based Data Analysis for the Social Sciences,Carol S. Aneshensel,"SAGE Publications, Inc",,472,Null,['4.8'],['6'],https://www.amazon.com/Theory-Based-Data-Analysis-Social-Sciences/dp/1412994357/ref=sr_1_619?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-619,62.80
Geospatial Data Science Quick Start Guide: Effective techniques for performing smarter geospatial analysis using location intelligence,"Abdishakur Hassan,Jayakrishnan Vijayaraghavan",Packt Publishing,,170,2169555,['4.3'],['12'],https://www.amazon.com/Geospatial-Science-Quick-Start-Guide/dp/178980941X/ref=sr_1_620?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-620,30.99
MATLAB Machine Learning Recipes: A Problem-Solution Approach,"Michael Paluszek,Stephanie Thomas (Author)",Apress,,366,159439,['3.4'],['7'],https://www.amazon.com/MATLAB-Machine-Learning-Recipes-Problem-Solution/dp/1484239156/ref=sr_1_621?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-621,19.29
Big Data Mining and Complexity (The SAGE Quantitative Research Kit),Brian Castellani,SAGE Publications Ltd,,232,Null,['0'],['0'],https://www.amazon.com/Data-Mining-SAGE-Quantitative-Research/dp/1526423812/ref=sr_1_622?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-622,43.00
Dark Data: Why What You Don’t Know Matters,David J. Hand,Princeton University Press,,344,1630538,['4.3'],['49'],https://www.amazon.com/Dark-Data-What-Dont-Matters/dp/0691234469/ref=sr_1_623?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-623,17.99
Introduction to Spatial Data Analysis,"Martin Wegmann,Jakob Schwalb-Willmann",Pelagic Publishing,,300,1896828,['5.0'],['4'],https://www.amazon.com/Introduction-Spatial-Analysis-Martin-Wegmann/dp/1784272132/ref=sr_1_624?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-624,40.00
Beyond Spreadsheets with R: A beginner's guide to R and RStudio,Jonathan Carroll,Manning,,352,1235522,['4.6'],['13'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDAwMzkyODQ3NTAyNDIxOjE2ODc3OTYxNjc6c3BfYnRmOjIwMDE1NDM1OTY5NjU5ODo6MDo6&url=%2FBeyond-Spreadsheets-R-Get-Programming%2Fdp%2F1617294594%2Fref%3Dsr_1_625_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687796167%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-625-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,42.99
Fighting Churn with Data: The science and strategy of customer retention,Carl S. Gold,Manning,,504,461729,['4.5'],['26'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDAwMzkyODQ3NTAyNDIxOjE2ODc3OTYxNjc6c3BfYnRmOjIwMDE1Mzc1MjcxOTI5ODo6MDo6&url=%2FFighting-Churn-Data-Carl-Gold%2Fdp%2F161729652X%2Fref%3Dsr_1_626_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687796167%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-626-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,59.99
"Azure Storage, Streaming, and Batch Analytics: A guide for data engineers",Richard Nuckolls,Manning,,448,1236971,['4.2'],['16'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDAwMzkyODQ3NTAyNDIxOjE2ODc3OTYxNjc6c3BfYnRmOjIwMDE1MzcwODI1MzY5ODo6MDo6&url=%2FAzure-Storage-Streaming-and-Batch-Analytics%2Fdp%2F1617296309%2Fref%3Dsr_1_627_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687796167%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-627-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,49.99
Geospatial Data Science Quick Start Guide: Effective techniques for performing smarter geospatial analysis using location intelligence,"Abdishakur Hassan,Jayakrishnan Vijayaraghavan",Packt Publishing,,170,2169555,['4.3'],['12'],https://www.amazon.com/Geospatial-Science-Quick-Start-Guide/dp/178980941X/ref=sr_1_625?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-625,30.99
MATLAB Machine Learning Recipes: A Problem-Solution Approach,"Michael Paluszek,Stephanie Thomas (Author)",Apress,,366,159439,['3.4'],['7'],https://www.amazon.com/MATLAB-Machine-Learning-Recipes-Problem-Solution/dp/1484239156/ref=sr_1_626?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-626,19.29
Big Data Mining and Complexity (The SAGE Quantitative Research Kit),Brian Castellani,SAGE Publications Ltd,,232,Null,['0'],['0'],https://www.amazon.com/Data-Mining-SAGE-Quantitative-Research/dp/1526423812/ref=sr_1_627?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-627,43.00
Dark Data: Why What You Don’t Know Matters,David J. Hand,Princeton University Press,,344,1630538,['4.3'],['49'],https://www.amazon.com/Dark-Data-What-Dont-Matters/dp/0691234469/ref=sr_1_628?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-628,17.99
Introduction to Spatial Data Analysis,"Martin Wegmann,Jakob Schwalb-Willmann",Pelagic Publishing,,300,1896828,['5.0'],['4'],https://www.amazon.com/Introduction-Spatial-Analysis-Martin-Wegmann/dp/1784272132/ref=sr_1_629?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-629,40.00
"Numbers and Nerves: Information, Emotion, and Meaning in a World of Data",,Self Publication,,Null,Null,['4.4'],['13'],https://www.amazon.com/Numbers-Nerves-Information-Emotion-Meaning/dp/0870717766/ref=sr_1_630?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-630,18.95
GIS Guidebook: Designing and Building Tasks: for ArcGIS Pro,"David W. Allen,David W. Allen , GISP",GIS Guidebooks Press,,85,1886099,['3.7'],['7'],https://www.amazon.com/GIS-Guidebook-Designing-Building-ArcGIS/dp/0578478382/ref=sr_1_631?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-631,39.95
Object-Role Modeling Workbook: Data Modeling Exercises using ORM and NORMA,Dr. Terry Halpin,Technics Publications,,200,2010648,['4.6'],['2'],https://www.amazon.com/Object-Role-Modeling-Workbook-Exercises-using/dp/1634621042/ref=sr_1_632?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-632,39.95
"Python Data Science: Learn Python in a Week and Master It. An Hands-On Introduction to Big Data Analysis and Mining, a Project-Based Guide with Practical Exercises (7 Days Crash Course)",Computer Programming Academy,Wiomy Ltd,,202,2507942,['4.3'],['6'],https://www.amazon.com/Python-Data-Science-Hands-Project-Based/dp/1914185102/ref=sr_1_633?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-633,23.95
Cassandra: The Definitive Guide: Distributed Data at Web Scale,"Eben Hewitt,Jeff Carpenter",O'Reilly Media,,370,1506937,['4.4'],['88'],https://www.amazon.com/Cassandra-Definitive-Guide-Distributed-Scale/dp/1491933666/ref=sr_1_634?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-634,9.55
Hands-On Machine Learning for Algorithmic Trading: Design and implement investment strategies based on smart algorithms that learn from data using Python,Stefan Jansen,Packt Publishing,,684,1528268,['3.9'],['49'],https://www.amazon.com/Hands-Machine-Learning-Algorithmic-Trading/dp/178934641X/ref=sr_1_635?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-635,62.99
Meaningful Graphs: Converting Data into Informative Excel Charts,James M. Smith,James M. Smith,,228,1885224,['4.0'],['23'],https://www.amazon.com/Meaningful-Graphs-Converting-Informative-Charts/dp/0986054909/ref=sr_1_636?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-636,20.96
Education Data Done Right: Lessons from the Trenches of Applied Data Science,"Wendy Geller,Dorothyjean Cratty,Jared Knowles (Author)",Independently published,,177,1968260,['5.0'],['3'],https://www.amazon.com/Education-Data-Done-Right-Trenches/dp/1698152310/ref=sr_1_637?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-637,15.00
"Business Intelligence & Data Warehousing Simplified: 500 Questions, Answers, & Tips",Arshad Khan,Mercury Learning and Information,,250,2081944,['3.9'],['11'],https://www.amazon.com/Business-Intelligence-Data-Warehousing-Simplified/dp/1936420325/ref=sr_1_638?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-638,35.95
Time Series Clustering and Classification (Chapman & Hall/CRC Computer Science & Data Analysis),"Elizabeth Ann Maharaj,Pierpaolo D'Urso,Jorge Caiado (Author)",Chapman & Hall,,244,2218364,['4.4'],['4'],https://www.amazon.com/Clustering-Classification-Chapman-Computer-Analysis/dp/1032093498/ref=sr_1_639?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-639,59.95
Spatial Econometrics: From Cross-Sectional Data to Spatial Panels (SpringerBriefs in Regional Science),J. Paul Elhorst,Springer,,126,2260494,['3.9'],['6'],https://www.amazon.com/Spatial-Econometrics-Cross-Sectional-SpringerBriefs-Regional/dp/3642403395/ref=sr_1_640?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-640,51.02
Statistical Analysis of Network Data with R (Use R!),Eric D. Kolaczyk,Springer,,220,1843079,['4.8'],['21'],https://www.amazon.com/Statistical-Analysis-Network-Data-Use/dp/1493909827/ref=sr_1_641?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-641,13.65
Data Science in Production: Building Scalable Model Pipelines with Python,Ben G Weber,Self Publication,,Null,2028593,['4.3'],['40'],https://www.amazon.com/Data-Science-Production-Building-Pipelines/dp/B08CPDL86V/ref=sr_1_642?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-642,29.99
Data Science at the Command Line: Facing the Future with Time-Tested Tools,Jeroen Janssens,O'Reilly Media,,212,Null,['4.0'],['46'],https://www.amazon.com/Data-Science-Command-Line-Time-Tested/dp/1491947853/ref=sr_1_643?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-643,19.08
Regression Analysis with R: Design and develop statistical nodes to identify unique relationships within data at scale,Giuseppe Ciaburro,Packt Publishing,,422,1908113,['4.4'],['12'],https://www.amazon.com/Regression-Analysis-statistical-identify-relationships/dp/178862730X/ref=sr_1_644?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-644,41.99
"Data Mining with R: Learning with Case Studies, Second Edition (Chapman & Hall/CRC Data Mining and Knowledge Discovery Series)",Luis Torgo,Chapman and Hall/CRC,,426,2252249,['4.2'],['10'],https://www.amazon.com/Data-Mining-Learning-Knowledge-Discovery/dp/0367573989/ref=sr_1_645?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-645,59.95
"Generic Data Structures and Algorithms in Go: An Applied Approach Using Concurrency, Genericity and Heuristics",Richard Wiener,Apress,,604,2012711,['3.8'],['8'],https://www.amazon.com/Generic-Data-Structures-Algorithms-Concurrency/dp/148428190X/ref=sr_1_646?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-646,40.98
Categorical Data Analysis and Multilevel Modeling Using R,Xing Liu,"SAGE Publications, Inc",,744,2002780,['5.0'],['0'],https://www.amazon.com/Categorical-Analysis-Multilevel-Modeling-Using/dp/1544324901/ref=sr_1_647?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-647,85.72
R for Data Analysis in easy steps,Mike McGrath,In Easy Steps Limited,,192,Null,['0'],['0'],https://www.amazon.com/R-Data-Analysis-easy-steps/dp/1840789980/ref=sr_1_648?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796357&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-648,18.99
Data Engineering on Azure,Vlad Riscutia,Manning,,336,1374361,['4.4'],['10'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MzkyMTM2NzYxNDMzMjM1OjE2ODc3OTYzNTc6c3BfYnRmOjIwMDE1MzcwODI1Mzk5ODo6MDo6&url=%2FData-Engineering-Azure-Vlad-Riscutia%2Fdp%2F1617298921%2Fref%3Dsr_1_649_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687796357%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-649-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,49.99
"Azure Data Engineering Cookbook: Get well versed in various data engineering techniques in Azure using this recipe-based guide, 2nd Edition",Nagaraj Venkatesan,Packt Publishing,,608,1137658,['3.8'],['11'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MzkyMTM2NzYxNDMzMjM1OjE2ODc3OTYzNTc6c3BfYnRmOjIwMDA5MjA0MzM1ODA5ODo6MDo6&url=%2FAzure-Data-Engineering-Cookbook-recipe-based%2Fdp%2F1803246782%2Fref%3Dsr_1_650_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687796357%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-650-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,49.99
