book_name,author(s),publisher,language,#pages,best_seller_rank,customer_reviews,total_ratings,url,paperback_price($)
"Introducing Data Science: Big Data, Machine Learning, and more, using Python tools","Davy Cielen,Arno Meysman,Mohamed Ali (Author)",Self Publication,,Null,1564194,['4.4'],['103'],https://www.amazon.com/Introducing-Data-Science-Machine-Learning/dp/1633430030/ref=sr_1_561?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-561,44.99
Data Science and Analytics Strategy: An Emergent Design Approach (Chapman & Hall/CRC Data Science Series),Kailash Awati,Chapman and Hall/CRC,,230,Null,['0'],['0'],https://www.amazon.com/Data-Science-Analytics-Strategy-Emergent/dp/1032196327/ref=sr_1_562?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-562,54.95
Sport Business Analytics (Data Analytics Applications),,Auerbach Publications,,260,1789263,['4.4'],['25'],https://www.amazon.com/Sport-Business-Analytics-Operational-Applications/dp/1032339810/ref=sr_1_563?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-563,43.96
Data Science: 100 Interview Questions (Advanced Topics in Machine Learning),X.Y. Wang,Self Publication,,Null,Null,['0'],['0'],https://www.amazon.com/Data-Science-Interview-Questions-Advanced/dp/B0C5PJRGZT/ref=sr_1_564?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-564,14.99
Hands-On Data Science with R: Techniques to perform data manipulation and mining to build smart analytical models using R,Nataraj Dasgupta,Packt Publishing,,420,1923721,['4.1'],['5'],https://www.amazon.com/Hands-Data-Science-Techniques-manipulation/dp/1789139406/ref=sr_1_565?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-565,43.99
"Machine Learning for Beginners: A Step-By-Step Guide to Understand Deep Learning, Data Science and Analysis, Basic Software and Algorithms for Artificial Intelligence",David Brown,17 Books Ltd,,150,2102749,['2.9'],['4'],https://www.amazon.com/Machine-Learning-Beginners-Step-Step/dp/1801206031/ref=sr_1_566?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-566,3.66
The Data Game: Controversies in Social Science Statistics,"Jennifer Imazeki,Mark Maier",Routledge,,309,1856010,['4.5'],['4'],https://www.amazon.com/Data-Game-Controversies-Science-Statistics/dp/0765629801/ref=sr_1_567?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-567,56.95
Principles of Data Management: Facilitating information sharing,Keith Gordon,"BCS, The Chartered Institute for IT",,275,2075697,['4.4'],['22'],https://www.amazon.com/Principles-Data-Management-Keith-Gordon/dp/1780171846/ref=sr_1_568?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-568,45.99
Bayesian Logical Data Analysis for the Physical Sciences: A Comparative Approach with Mathematica® Support,P. C. Gregory,Cambridge University Press,,488,Null,['4.5'],['14'],https://www.amazon.com/Bayesian-Logical-Analysis-Physical-Sciences/dp/0521150124/ref=sr_1_569?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-569,56.59
Data Science for Executives: Leveraging Machine Intelligence to Drive Business ROI,Nir Kaldero,Lioncrest Publishing,,266,Null,['4.0'],['70'],https://www.amazon.com/Data-Science-Executives-Leveraging-Intelligence/dp/1544511256/ref=sr_1_570?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-570,17.99
Data Science Essentials in Python: Collect - Organize - Explore - Predict - Value (The Pragmatic Programmers),Dmitry Zinoviev,Self Publication,,Null,1665510,['3.9'],['19'],https://www.amazon.com/Data-Science-Essentials-Python-Programmers/dp/1680501844/ref=sr_1_571?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-571,18.99
A Primer in Data Reduction: An Introductory Statistics Textbook,A. S. C. Ehrenberg,Wiley,,328,2056253,['3.8'],['4'],https://www.amazon.com/Primer-Data-Reduction-Introductory-Statistics/dp/0471101354/ref=sr_1_572?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-572,118.95
Data Science and Analysis for Beginners: A Step-by-Step Approach to Mastering Data Science Fundamentals,Brian Murray,Self Publication,,Null,Null,['5.0'],['30'],https://www.amazon.com/Science-Analysis-Beginners-Step-Step/dp/B0C47TYKMW/ref=sr_1_573?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-573,19.95
Python for Data Science For Dummies (For Dummies (Computer/Tech)),"Luca Massaron,Zanab Hussain,",For Dummies,,432,1646087,['3.9'],['62'],https://www.amazon.com/Python-Data-Science-Dummies-Computer/dp/1118844181/ref=sr_1_574?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-574,24.68
Python Tools for Data Scientists Pocket Primer,Oswald Campesato,Mercury Learning and Information,,300,Null,['0'],['0'],https://www.amazon.com/Python-Tools-Scientists-Pocket-Primer/dp/1683928237/ref=sr_1_575?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-575,40.39
PySpark Cookbook: Over 60 recipes for implementing big data processing and analytics using Apache Spark and Python,"Denny Lee,Tomasz Drabas (Author)",Packt Publishing,,330,1799263,['4.0'],['13'],https://www.amazon.com/PySpark-Cookbook-implementing-processing-analytics/dp/1788835360/ref=sr_1_576?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795763&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-576,41.99
Mastering Large Datasets with Python: Parallelize and Distribute Your Python Code,John T. Wolohan,Manning,,312,1856624,['4.0'],['13'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NDYyODQxNzUzNzU1ODA4OjE2ODc3OTU3NjM6c3BfYnRmOjIwMDE1Mzc1MjcxODc5ODo6MDo6&url=%2FMastering-Large-Datasets-Parallelize-Distribute%2Fdp%2F1617296236%2Fref%3Dsr_1_577_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687795763%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-577-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,36.67
"Business Analytics with SAS Studio: Deliver Business Intelligence by Combining SQL Processing, Insightful Visualizations, and Various Data Mining Techniques (English Edition)",Rajinder Kr. Chitoria,BPB Publications,,300,5344876,['4.0'],['3'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NDYyODQxNzUzNzU1ODA4OjE2ODc3OTU3NjM6c3BfYnRmOjIwMDA0MDcwNjQzMTA5ODo6MDo6&url=%2FBusiness-Analytics-SAS-Studio-Visualizations%2Fdp%2F9391392733%2Fref%3Dsr_1_578_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687795763%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-578-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,29.95
Data Science with Python and Dask,Jesse C. Daniel,Manning,,296,1499980,['4.5'],['15'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NDYyODQxNzUzNzU1ODA4OjE2ODc3OTU3NjM6c3BfYnRmOjIwMDE1Mzc2NTYyMjE5ODo6MDo6&url=%2FData-Science-Scale-Python-Dask%2Fdp%2F1617295604%2Fref%3Dsr_1_579_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687795763%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-579-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,40.00
Data Science for Executives: Leveraging Machine Intelligence to Drive Business ROI,Nir Kaldero,Lioncrest Publishing,,266,Null,['4.0'],['70'],https://www.amazon.com/Data-Science-Executives-Leveraging-Intelligence/dp/1544511256/ref=sr_1_577?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-577,17.99
Data Science Essentials in Python: Collect - Organize - Explore - Predict - Value (The Pragmatic Programmers),Dmitry Zinoviev,Self Publication,,Null,1665510,['3.9'],['19'],https://www.amazon.com/Data-Science-Essentials-Python-Programmers/dp/1680501844/ref=sr_1_578?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-578,18.99
A Primer in Data Reduction: An Introductory Statistics Textbook,A. S. C. Ehrenberg,Wiley,,328,2056253,['3.8'],['4'],https://www.amazon.com/Primer-Data-Reduction-Introductory-Statistics/dp/0471101354/ref=sr_1_579?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-579,118.95
Data Science and Analysis for Beginners: A Step-by-Step Approach to Mastering Data Science Fundamentals,Brian Murray,Self Publication,,Null,Null,['5.0'],['30'],https://www.amazon.com/Science-Analysis-Beginners-Step-Step/dp/B0C47TYKMW/ref=sr_1_580?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-580,19.95
Python for Data Science For Dummies (For Dummies (Computer/Tech)),"Luca Massaron,Zanab Hussain,",For Dummies,,432,1646087,['3.9'],['62'],https://www.amazon.com/Python-Data-Science-Dummies-Computer/dp/1118844181/ref=sr_1_581?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-581,24.68
Python Tools for Data Scientists Pocket Primer,Oswald Campesato,Mercury Learning and Information,,300,Null,['0'],['0'],https://www.amazon.com/Python-Tools-Scientists-Pocket-Primer/dp/1683928237/ref=sr_1_582?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-582,40.39
PySpark Cookbook: Over 60 recipes for implementing big data processing and analytics using Apache Spark and Python,"Denny Lee,Tomasz Drabas (Author)",Packt Publishing,,330,1799263,['4.0'],['13'],https://www.amazon.com/PySpark-Cookbook-implementing-processing-analytics/dp/1788835360/ref=sr_1_583?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-583,41.99
Public Policy Analytics (Chapman & Hall/CRC Data Science Series),Ken Steif,CRC Press,,228,1691784,['4.7'],['5'],https://www.amazon.com/Public-Policy-Analytics-Context-Government/dp/0367507617/ref=sr_1_584?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-584,46.50
Pragmatic AI: An Introduction to Cloud-Based Machine Learning (Addison Wesley Data & Analytics),Noah Gift,Addison-Wesley Professional,,256,1534305,['3.4'],['33'],https://www.amazon.com/Pragmatic-AI-Introduction-Cloud-Based-Analytics/dp/0134863860/ref=sr_1_585?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-585,31.59
"Forecasting Time Series Data with Facebook Prophet: Build, improve, and optimize time series forecasting models using the advanced forecasting tool",Greg Rafferty,Packt Publishing,,270,1525748,['4.7'],['38'],https://www.amazon.com/Forecasting-Time-Data-Facebook-Prophet/dp/1800568533/ref=sr_1_586?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-586,46.99
Data Science for Water Utilities (Chapman & Hall/CRC Data Science Series),Peter Prevos,Chapman and Hall/CRC,,212,Null,['0'],['0'],https://www.amazon.com/Data-Science-Water-Utilities-Chapman/dp/1032354542/ref=sr_1_587?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-587,58.14
Docker for Data Science: Building Scalable and Extensible Data Infrastructure Around the Jupyter Notebook Server,Joshua Cook,Self Publication,,Null,2002186,['3.7'],['10'],https://www.amazon.com/Docker-Data-Science-Extensible-Infrastructure/dp/1484230116/ref=sr_1_588?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-588,59.99
Mastering Tableau: Smart Business Intelligence techniques to get maximum insights from your data,David Baldwin,Packt Publishing,,476,1535580,['4.2'],['35'],https://www.amazon.com/Mastering-Tableau-Business-Intelligence-techniques/dp/1784397695/ref=sr_1_589?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-589,51.99
"Data Structures and Algorithm Analysis in Java, Third Edition (Dover Books on Computer Science)",Clifford A. Shaffer,Dover Publications,,608,1623161,['3.7'],['23'],https://www.amazon.com/Structures-Algorithm-Analysis-Computer-Science/dp/0486485811/ref=sr_1_590?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-590,8.40
Audit Analytics: Data Science for the Accounting Profession (Use R!),J. Christopher Westland,Springer,,360,1881011,['5.0'],['3'],https://www.amazon.com/Audit-Analytics-Science-Accounting-Profession/dp/3030490904/ref=sr_1_591?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-591,61.08
Data Science In The Library: Tools and Strategies for Supporting Data-Driven Research and Instruction,Joel Herndon,Facet Publishing,,176,Null,['0'],['0'],https://www.amazon.com/Data-Science-Library-Data-Driven-Instruction/dp/1783304596/ref=sr_1_592?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-592,63.95
"Statistics for Beginners: Fundamentals of Probability and Statistics for Data Science and Business Applications, Made Easy for You",Matt Foster,Independently published,,140,1989844,['3.5'],['17'],https://www.amazon.com/Statistics-Beginners-Fundamentals-Probability-Applications/dp/1654173320/ref=sr_1_593?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-593,17.38
"The Nature of Data: Infrastructures, Environments, Politics",Jenny Goldstein,University of Nebraska Press,,344,1706315,['5.0'],['2'],https://www.amazon.com/Nature-Data-Infrastructures-Environments-Politics/dp/149623250X/ref=sr_1_594?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-594,22.83
"Fundamentals of Data Science with MATLAB: Introduction to Scientific Computing, Data Analysis, and Data Visualization",Arash Karimpour,Arash Karimpour,,424,1646728,['4.6'],['6'],https://www.amazon.com/Fundamentals-Data-Science-MATLAB-Visualization/dp/1735241016/ref=sr_1_595?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-595,30.00
"Data Streams: Algorithms and Applications (Foundations and Trends in Theoretical Computer Science,)",S. Muthukrishnan,Now Publishers Inc,,136,2200055,['2.2'],['2'],https://www.amazon.com/Data-Streams-Applications-Foundations-Theoretical/dp/193301914X/ref=sr_1_596?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-596,37.35
"The Data Revolution: A Critical Analysis of Big Data, Open Data and Data Infrastructures",Rob Kitchin,SAGE Publications Ltd,,376,1878338,['5.0'],['3'],https://www.amazon.com/Data-Revolution-Critical-Analysis-Infrastructures/dp/1529733758/ref=sr_1_597?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-597,42.00
"PYTHON PROGRAMMING: 3 BOOKS IN 1 Learn machine learning, data science and analysis with a crash course for beginners. Included coding exercises for artificial intelligence, Numpy, Pandas and Ipython.",Jason Test,Self Publication,,Null,2264527,['4.0'],['7'],https://www.amazon.com/PYTHON-PROGRAMMING-beginners-artificial-intelligence/dp/B08F6D16WQ/ref=sr_1_598?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-598,11.79
Mathematical Pictures at a Data Science Exhibition,Simon Foucart,Cambridge University Press,,350,Null,['0'],['0'],https://www.amazon.com/Mathematical-Pictures-Data-Science-Exhibition/dp/100900185X/ref=sr_1_599?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-599,29.80
Automated Machine Learning in Action,Qingquan Song,Manning,,336,1804356,['4.6'],['5'],https://www.amazon.com/Automated-Machine-Learning-Action-Qingquan/dp/1617298050/ref=sr_1_600?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687795964&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-600,59.99
"Practical Data Science with R, Second Edition","John Mount,Nina Zumel",Manning,,483,457711,['4.5'],['37'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDY4MTQxMjE3NTkyNTEyOjE2ODc3OTU5NjQ6c3BfYnRmOjIwMDE1Mzc2NTYyMjA5ODo6MDo6&url=%2FPractical-Data-Science-Nina-Zumel%2Fdp%2F1617295876%2Fref%3Dsr_1_601_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687795964%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-601-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,49.99
"Data Analytics, Data Visualization & Communicating Data: 3 books in 1: Learn the Processes of Data Analytics and Data Science, Create Engaging Data Visualizations, and Present Data Effectively",Elizabeth Clarke,Kenneth M Fornari,,528,56978,['4.6'],['56'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDY4MTQxMjE3NTkyNTEyOjE2ODc3OTU5NjQ6c3BfYnRmOjIwMDExNzY4MTY2ODc5ODo6MDo6&url=%2FData-Analytics-Visualization-Communicating-Effectively%2Fdp%2F1777967198%2Fref%3Dsr_1_602_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687795964%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-602-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,33.24
Data Juice: 101 Stories of How Organizations Are Squeezing Value from Available Data Assets,Douglas B. Laney,Douglas B. Laney,,370,386440,['4.2'],['35'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDY4MTQxMjE3NTkyNTEyOjE2ODc3OTU5NjQ6c3BfYnRmOjIwMDA4OTA2NTEwMzE5ODo6MDo6&url=%2FData-Juice-Organizations-Squeezing-Available%2Fdp%2F1737169908%2Fref%3Dsr_1_603_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687795964%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-603-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,28.95
"PYTHON PROGRAMMING: 3 BOOKS IN 1 Learn machine learning, data science and analysis with a crash course for beginners. Included coding exercises for artificial intelligence, Numpy, Pandas and Ipython.",Jason Test,Self Publication,,Null,2264527,['4.0'],['7'],https://www.amazon.com/PYTHON-PROGRAMMING-beginners-artificial-intelligence/dp/B08F6D16WQ/ref=sr_1_601?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-601,11.79
Mathematical Pictures at a Data Science Exhibition,Simon Foucart,Cambridge University Press,,350,Null,['0'],['0'],https://www.amazon.com/Mathematical-Pictures-Data-Science-Exhibition/dp/100900185X/ref=sr_1_602?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-602,29.80
Automated Machine Learning in Action,Qingquan Song,Manning,,336,1804356,['4.6'],['5'],https://www.amazon.com/Automated-Machine-Learning-Action-Qingquan/dp/1617298050/ref=sr_1_603?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-603,59.99
IPython Interactive Computing and Visualization Cookbook - Second Edition,Cyrille Rossant,Packt Publishing,,548,1646046,['4.6'],['21'],https://www.amazon.com/IPython-Interactive-Computing-Visualization-Cookbook/dp/1785888633/ref=sr_1_604?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-604,33.29
Data Mining and Predictive Analysis: Intelligence Gathering and Crime Analysis,Colleen McCue,Self Publication,,Null,1965350,['4.7'],['9'],https://www.amazon.com/Data-Mining-Predictive-Analysis-Intelligence/dp/0128002298/ref=sr_1_605?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-605,65.81
"DATA SCIENCE with KNIME: Data Exploration, Machine Learning and Visualization using CODELESS Visual Programming",Dr Nickholas Anting PhD,NASPSOFT Intelligence Academy,,320,2128315,['3.2'],['4'],https://www.amazon.com/DATA-SCIENCE-KNIME-Exploration-Visualization/dp/6299694106/ref=sr_1_606?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-606,38.99
Java for Data Science,"Richard M. Reese,Jennifer L. Reese (Author)",Packt Publishing,,386,2199558,['4.7'],['3'],https://www.amazon.com/Java-Data-Science-Richard-Reese/dp/1785280112/ref=sr_1_607?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-607,51.99
The DAMA Guide to the Data Management Body of Knowledge - Print Edition,DAMA International,"Technics Publications, LLC",,430,1557353,['4.3'],['37'],https://www.amazon.com/Guide-Management-Knowledge-DAMA-DMBOK-Print/dp/1935504029/ref=sr_1_608?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-608,43.76
ETL with Azure Cookbook: Practical recipes for building modern ETL solutions to load and transform data from any source,"Matija Lah,Madina Saitakhmetova",Packt Publishing,,446,2210116,['3.3'],['7'],https://www.amazon.com/ETL-Azure-Cookbook-Practical-solutions/dp/1800203314/ref=sr_1_609?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-609,46.99
Big Data para CEOs y Directores de Marketing: Como dominar Big Data Analytics en 5 semanas para directivos (Spanish Edition),Isaac Gonzalez Diaz,Independently published,,261,2077146,['4.5'],['153'],https://www.amazon.com/Data-para-CEOs-Directores-Marketing/dp/1549960393/ref=sr_1_610?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-610,27.57
"Mastering Machine Learning on AWS: Advanced machine learning in Python using SageMaker, Apache Spark, and TensorFlow","Dr. Saket S.R. Mengle,Maximo Gurmendez",Packt Publishing,,306,1476447,['4.3'],['42'],https://www.amazon.com/Mastering-Machine-Learning-AWS-TensorFlow/dp/1789349796/ref=sr_1_611?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687796167&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-611,36.99
